symbol,entry_date,exit_date,exit_reason,entry,exit,qty,pnl
CHOLAFIN.NS,2019-05-27,2019-06-20,stop,299.1595,276.0138,6,-140.60
INFY.NS,2019-06-10,2019-06-27,stop,751.6511,728.2712,27,-651.24
ULTRACEMCO.NS,2019-06-27,2019-06-28,stop,4651.5480,4551.4451,4,-418.82
BPCL.NS,2019-06-27,2019-07-01,stop,197.4974,189.3105,5,-41.90
GODREJCP.NS,2019-07-01,2019-07-02,stop,674.2237,665.2842,1,-9.61
HCLTECH.NS,2019-03-28,2019-07-05,stop,528.7033,509.4901,4,-78.93
AUBANK.NS,2019-06-21,2019-07-08,stop,348.8486,332.4673,6,-100.33
GODREJCP.NS,2019-07-02,2019-07-08,stop,674.5741,661.3382,1,-13.90
HINDUNILVR.NS,2019-06-28,2019-07-08,stop,1789.3380,1758.4902,10,-326.22
IOC.NS,2019-07-05,2019-07-08,stop,105.0525,100.5497,19,-87.51
KOTAKBANK.NS,2019-07-04,2019-07-09,stop,296.6965,292.1776,1,-4.81
BANKBARODA.NS,2019-07-10,2019-07-15,stop,126.8134,122.6273,177,-763.01
NHPC.NS,2019-07-16,2019-07-17,stop,24.4244,23.9760,5,-2.36
BHARTIARTL.NS,2019-07-02,2019-07-18,stop,344.7287,334.2830,1,-10.79
FEDERALBNK.NS,2019-06-26,2019-07-18,stop,104.6546,100.7492,1,-4.01
KOTAKBANK.NS,2019-07-15,2019-07-22,stop,299.0588,294.1157,16,-83.84
HINDALCO.NS,2019-07-22,2019-07-24,stop,204.4042,197.9020,5,-33.52
ASIANPAINT.NS,2019-07-22,2019-07-26,target,1406.2552,1512.3864,3,314.02
GODREJPROP.NS,2019-07-26,2019-08-02,stop,948.8482,925.5370,5,-121.24
